home_team,away_team,elo_diff,elo_home,elo_away,win_rate_diff,goals_scored_diff,goals_conceded_diff,last_10_points_diff,tournament_win_rate_diff,squad_rating_diff,gk_rating_diff,def_rating_diff,mid_rating_diff,fwd_rating_diff,squad_depth_diff,market_value_diff_log,injured_diff,neutral_venue,home_is_host,away_is_host,same_confederation,combined_wc_experience,h2h_home_win_rate,h2h_recent_goal_diff,h2h_match_count
Mexico,Austria,113.2636667783097,1788.651994072018,1675.3883272937082,-0.15224268507409677,-0.9214483183377944,0.07243395635143035,5,0.17647058823529416,-0.2576565217391309,-0.11480000000000068,-0.4921250000000015,-0.5979750000000017,0.1781666666666677,-0.15109802371541292,-0.6460796642318023,0,1,1,0,0,24,0.5,0.0,0
Mexico,Jordan,52.87564467941161,1788.651994072018,1735.7763493926063,0.050765697673851806,-0.32552466319019535,-0.36689901494351984,3,0.04313725490196085,1.0841739130434807,0.7130999999999998,1.0717999999999988,0.9930249999999994,0.6982999999999997,-0.19537391304347906,1.910620605929136,0,1,1,0,0,17,0.5,0.0,0
Mexico,Portugal,-15.343678235731659,1788.651994072018,1803.9956723077496,-0.13264510460145962,-1.0539130413108981,-0.003015474059806733,5,0.28758169934640526,-0.6021043478260868,-0.04659999999999975,-0.6973000000000003,-0.7832249999999998,-0.6281333333333325,-0.07162292490118283,-1.888461912387644,0,1,1,0,0,25,0.4,0.0,1
Mexico,Jamaica,132.13417001006474,1788.651994072018,1656.5178240619532,0.009588571097356113,-0.009137290339827908,-0.09295651702995389,8,0.25980392156862747,0.9815826086956525,0.6645999999999992,0.8915749999999987,1.2973999999999997,0.3759666666666659,-0.0953189723320147,0.6670538004299118,0,1,1,0,1,18,0.6,0.6,6
Mexico,Uzbekistan,24.70239431503819,1788.651994072018,1763.9495997569798,-0.0264212181561414,-0.16786844578436733,0.1798792208292599,6,0.0401069518716578,0.6605000000000008,0.5679999999999996,0.393724999999999,0.5653249999999996,0.4893666666666663,-0.2069090909090896,0.4640444024393666,0,1,1,0,0,17,0.4,0.0,1
Mexico,Colombia,17.272838270702323,1788.651994072018,1771.3791558013156,-0.016100149254150042,-0.5112428110676466,-0.1352827807279533,13,0.13101604278074874,-0.06551304347826026,0.29769999999999985,-0.4461750000000002,-0.09200000000000053,-0.46823333333333217,-0.21347786561264748,-0.9139892279999202,0,1,1,0,0,23,0.2857142857142857,-0.8571428571428571,3
Mexico,England,-56.347465460396506,1788.651994072018,1844.9994595324144,-0.1605451029728786,-0.7325124439421138,0.29822933016927167,-5,0.13800904977375572,-0.9201043478260864,-0.9381000000000004,-0.5979749999999999,-1.096775000000001,-0.9527333333333328,0.032422529644268394,-2.1869549004948325,0,1,1,0,0,33,0.5,0.0,0
Mexico,Croatia,24.943994902968143,1788.651994072018,1763.7079991690498,-0.11154946193437032,-0.6590216438174308,-0.13593322966170263,0,0.3286445012787725,-0.18693913043478005,-0.19740000000000002,-0.24177500000000052,-0.3791499999999992,0.21913333333333185,-0.020797233201582443,-0.8930338629215164,0,1,1,0,0,23,0.4,-0.2,1
Mexico,Ghana,220.894157476298,1788.651994072018,1567.75783659572,0.1291262551325255,-0.04818714672858748,-0.4425925341643815,6,0.36877828054298645,0.2807739130434772,0.30879999999999974,0.2655499999999993,0.3580249999999996,-0.37429999999999986,-0.15162845849801876,-0.3822082422927835,0,1,1,0,0,21,0.6,0.4,1
Mexico,Panama,51.674605950212936,1788.651994072018,1736.977388121805,-0.0009061908335202262,-0.20758915819660118,-0.2586753415010721,3,0.23647058823529415,0.8960304347826087,0.5042,0.2935249999999989,0.9069749999999992,0.6279000000000003,-0.3360395256916977,1.1553650802584627,0,1,1,0,1,18,0.7857142857142857,1.142857142857143,10
